"",Gender,University,Marital Status,Age at Recruitment,Antrim Brigade,Derry Brigade,Armagh Brigade,Down Brigade,Tyrone Brigade,Fermanagh Brigade,Period3Vio,Period3NonVio,Period3VForOp,Period3Senior,Period3Gun,Period3IED_C,Period3IED_P,Period3ForOp,Period3Rob
ZF474,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF475,0,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF476,0,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF478,0,0,1,16,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
ZF479,0,0,1,99999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF480,0,0,99999,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF481,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF484,1,0,1,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF488,0,0,1,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF491,0,0,99999,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF497,0,0,0,99999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF498,0,0,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF502,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF515,0,0,1,24,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
ZF520,0,0,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF521,0,0,0,21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF522,0,0,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF524,0,0,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF525,0,0,99999,34,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ZF526,0,1,99999,38,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ZF529,0,0,1,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZF533,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF535,0,0,99999,18,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF545,0,0,99999,22,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ZF547,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF548,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF553,0,1,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF554,0,0,99999,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF555,0,0,99999,17,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF558,0,0,1,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF564,0,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF568,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF571,0,0,1,26,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
ZF579,0,1,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF58,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF580,1,0,99999,43,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ZF584,0,0,99999,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF586,0,0,0,18,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
ZF587,0,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF588,0,0,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF591,0,0,99999,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF594,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF6,0,0,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF601,0,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF602,0,0,99999,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF609,0,0,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF614,0,0,99999,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF615,0,0,99999,28,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ZF616,0,0,99999,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF617,0,0,1,13,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ZF623,0,0,0,99999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF626,0,0,1,36,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF634,0,1,99999,56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ZF641,0,0,99999,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF643,0,0,99999,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF644,0,0,1,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF648,0,0,99999,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF649,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF65,0,0,99999,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF650,0,0,99999,32,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
ZF653,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF654,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF656,0,0,99999,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF657,0,0,0,31,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
ZF658,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF659,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF665,0,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF668,0,0,0,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF67,0,0,99999,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF675,0,0,99999,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF678,0,0,1,20,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
ZF679,0,0,1,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF68,0,0,0,20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF682,0,0,99999,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF685,0,0,1,21,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF687,1,0,0,22,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
ZF69,0,0,99999,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF691,0,0,99999,28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF696,0,1,99999,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF697,0,1,0,27,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
ZF705,0,0,99999,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF706,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF707,0,0,99999,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF709,0,0,99999,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF716,0,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF717,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF718,0,0,99999,17,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
ZF724,0,0,1,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF727,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF73,0,0,0,16,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
ZF731,0,0,99999,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF732,0,0,99999,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF735,0,0,99999,25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF736,0,0,99999,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF737,0,0,99999,33,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZF741,0,0,99999,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF746,0,0,99999,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF750,0,0,1,23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF752,0,0,99999,26,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF753,0,0,99999,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ZF755,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF76,0,0,1,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF761,0,0,99999,24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZF765,0,0,1,15,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ZF767,0,1,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF768,0,0,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF771,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF777,0,0,99999,34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ZF78,0,0,99999,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZF783,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF788,0,0,1,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF79,0,0,99999,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF794,0,0,1,28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ZF795,0,0,0,99999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF798,0,0,99999,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF799,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF8,0,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF80,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF801,0,0,1,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ZF802,0,0,1,28,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
ZF803,0,0,1,24,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
ZF81,0,0,99999,40,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ZF814,0,0,99999,24,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF815,0,0,0,26,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF818,0,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF821,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZF823,0,0,99999,99999,99999,99999,99999,99999,99999,99999,0,0,0,0,0,0,0,0,0
ZF824,0,0,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF837,0,0,99999,20,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ZF846,0,0,99999,21,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1
ZF847,0,0,99999,22,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
ZF848,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF853,0,0,0,23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF856,0,0,99999,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZF858,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF859,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF866,0,0,99999,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF868,0,0,99999,38,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZF870,0,0,1,22,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
ZF875,0,0,99999,99999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF876,0,0,99999,22,99999,99999,99999,99999,99999,99999,1,0,1,0,1,0,1,1,0
ZF877,0,0,1,16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF879,0,0,99999,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF882,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ZF886,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF887,0,0,0,22,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ZF889,0,0,1,17,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
ZF890,0,0,0,99999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF891,1,0,1,26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ZF892,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF893,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF896,0,0,99999,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF899,0,0,99999,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF9,1,0,1,19,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
ZF90,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF903,0,0,99999,19,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
ZF905,0,0,0,99999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF906,0,0,1,30,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZF907,1,0,1,31,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF908,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF909,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF910,0,0,0,23,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ZF911,0,0,99999,25,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ZF913,0,0,99999,19,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
ZF915,0,0,1,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF919,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF921,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZF922,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF923,0,0,99999,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF924,0,0,1,25,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
ZF926,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF928,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF930,0,0,99999,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ZF934,0,0,99999,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF935,0,0,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF936,0,0,99999,17,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ZF937,0,0,99999,42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ZF938,0,0,99999,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZF939,0,0,99999,43,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
ZF94,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF940,0,1,99999,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF943,0,0,99999,18,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ZF944,0,0,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF945,1,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF948,0,0,1,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF952,0,0,1,29,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF953,0,0,99999,21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF955,0,0,99999,32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF958,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF959,0,0,99999,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF961,0,0,0,20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF962,0,0,99999,29,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZF964,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF966,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF969,0,0,99999,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF97,0,0,99999,26,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
ZF970,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZF971,0,0,1,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ZF972,0,0,99999,27,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZF975,0,0,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF979,0,0,1,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF981,0,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF982,0,0,0,19,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
ZF985,0,1,99999,20,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
ZF986,0,0,0,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZF987,0,0,99999,35,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ZF989,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZF997,0,0,99999,26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZF998,0,0,1,29,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ZF999,0,0,1,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZFM215,0,0,99999,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZFM264,0,0,1,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ZFM450,0,1,99999,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFM53,0,0,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZFM539,0,0,99999,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFM540,0,0,99999,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFM578,0,0,99999,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFM612,0,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFM619,0,0,99999,20,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ZFM658,0,0,99999,35,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ZFM671,0,0,99999,44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ZFM672,1,0,99999,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFM673,1,0,1,37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ZFM674,0,0,99999,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZFM679,0,0,99999,30,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ZFM681,0,0,99999,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
